text,topic
"Officials Show They Will Enforce Contact Rule Yes, officials will do as instructed this season and crack down on clutching-and-grabbing tactics by defensive backs. That was the early message from the New England Patriots #39; 27-24 triumph over ",Sports
"Philips Leads Europe Shares Up; ARM Down (Reuters) Reuters - Philips Electronics, a rally on Wall\Street, and tamer oil prices lifted European shares on Monday,\but trading volumes and corporate news are remain thinned by\the holidays.",Business
"Study: Musicians Dig the Net Musicians believe the internet is an essential tool to help create and market their work, but at the same time more than half of artists say file sharing of unauthorized copies of music should be illegal, according to a new report.",Sci/Tech
"Congress Puts Hooks in Spyware, Copyright Crooks (washingtonpost.com) washingtonpost.com - Congressional lawmakers are taking a cue from Hollywood with an aim to beef up penalties against people who illegally swap copyrighted movies and songs over the Internet. Meanwhile, lawmakers also are targeting spyware and hackers with the threat of jail time for evil cyberspace deeds.",Sci/Tech
"Before-the-Bell: Taser Climbs  NEW YORK (Reuters) - Shares of Taser International Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TASR.O target=/stocks/quickinfo/fullquote""&gt;TASR.O&lt;/A&gt; rose before the bell on Wednesday after the company  said it had received five orders totaling more than \$741,000  for its stun guns.",Business
Snow: Oil clouds global growth Treasury Secretary tells IMF that economic outlook is bright but  #39;cannot rest on our laurels. #39;. WASHINGTON (Reuters) - Treasury Secretary John Snow said Saturday the outlook for global economic growth is good ,Business
"Chain Store Sales Rise in the Latest Week  NEW YORK (Reuters) - U.S. chain store sales rose in the  week ended December 4, as average sales were generally ahead of  last year, but customer counts were down, a report said on  Tuesday.",Business
"Global Markets: Bond Prices Dip After CPI  LONDON (Reuters) - Government bond prices fell on Tuesday  after data showed U.S. core inflation rose faster than expected  in September, while upbeat earnings reports and a slide in oil  prices gave stock markets a boost.",Business
"Hecht's Adopts Smarter Look  In the cosmetics department at Hecht's in downtown Washington, construction crews have ripped out the traditional glass display cases, replacing them with a system of open shelves stacked high with fragrances from Chanel, Burberry and Armani, now easily within arm's reach of the impulse buyer.",Business
Experts Hail Birth of Baby to Ex-Cancer Patient (Reuters) Reuters - Medical experts Friday hailed the birth\of the first baby born to a woman after an ovarian tissue\transplant as a highly significant achievement that could help\thousands of cancer patients become mothers.,Sci/Tech
ADV: Term Life Insurance - For Peace of Mind ReliaQuote can bring you the peace of mind of term life insurance. Compare rates from top-rated life insurance companies online in minutes. Save up to 70 #37;. It couldn #39;t be easier!,Business
"Intel Invests in Mobile Wireless Broadband Intel is planning to invest heavily in Clearwire, a wireless broadband service provider. The technology at the heart of Clearwire #39;s service comes from its subsidiary NextNet, which makes a plug ",Sci/Tech
"Wife of Enron's Lay Investigated (Reuters) Reuters - Federal prosecutors are investigating\whether the wife of former Enron Corp.  Chairman\Kenneth Lay illegally sold shares in the company just before it\went bankrupt, a lawyer for Lay said on Wednesday.",Business
Red Hat appoints new CFO Red Hat has appointed its CFO to replace the sudden departure of Kevin Thompson two months ago. Charlie Peters is the new head of finance at the leading Linux distributor and takes the title Executive Vice President and Chief Financial Officer.,Sci/Tech
OpForce takes on apps Veritas has announced a new version of its OpForce provisioning software that can help administrators install and manage applications as well as operating systems on servers.,Sci/Tech
 #39;It flew like a dream #39; Test pilot makes successful foray into space on rocket ship. But there was some drama... THE spectators on the ground gasped as the rocket ship rolled at least 16 times in about 16 seconds.,Sci/Tech
"Bosnians Vote for Local Councils and Mayors  SARAJEVO (Reuters) - Bosnians voted Saturday in local  elections in which the main Muslim, Serb and Croat nationalist  parties are expected to confirm their dominance nine years  after the end of the 1992-5 war.",World
"On Fallujah streets, insurgents mount a desperate fight FALLUJAH, Iraq -- Four Iraqi fighters huddled in a trench, firing rocket-propelled grenades at Lieutenant Eric Gregory's Bradley Fighting Vehicle and the US tanks and Humvees that were lumbering through tight streets between boxlike beige houses.",World
"Utah a Clean Air Act offender, study says A new national study identifies Utah as one of at least 29 states that have loopholes in their laws allowing for  quot;accidental quot; pollution emissions beyond the limits of the federal Clean Air Act.",Sci/Tech
"Alex regrets for the misses ALEX FERGUSON believes there is still one gaping omission in his record at Manchester United. As he prepares for his 1,000th game tonight against Lyon in the Champions League he can look back on singles, doubles and trebles.",Sports
"Pound adds to pressure on Jones The head of the World Anti-Doping Agency said yesterday that if Marion Jones is found to have taken drugs she should be stripped of all her medals, regardless of when she won them.",Sports
"Sun #39;s OpenSolaris Plans Start to Emerge Sun Microsystems on Friday will unveil more of its plans for OpenSolaris, the open-source project for the Solaris operating system.",Sci/Tech
"Thatcher subpoenaed over coup Former Prime Minister Margaret Thatcher #39;s son Mark has been subpoenaed to formally answer accusations he helped to finance a coup plot in oil-rich Equatorial Guinea, his lawyer says.",World
"Dollar sees gains against the euro The US dollar rose against the euro and other major currencies yesterday, recovering after some early losses as foreign exchange trading resumed in the new year.",Business
"Bank of America files for compensation in Parmalat case MILAN, Italy - Bank of America Corp. said Friday it had filed for damages against former officials and auditors of collapsed dairy giant Parmalat at a preliminary hearing in Milan, as the bank attempts to avoid blame in the massive fraud scandal.",Business
Ukraine's Kuchma Calls for Foreign Help (AP) AP - Ukraine's outgoing President Leonid Kuchma accused the opposition Saturday of reneging on compromise agreements and called for quick foreign mediation of his nation's post-election political crisis.,World
Spanish government to allow homosexual couples to adopt (AFP) AFP - The right by homosexual couples to adopt children will reportedly be added to draft legislation legalizing gay marriages to be adopted Friday by Spain's Socialist government.,World
"Game 3 outburst just one way club has built 3-0 lead The New York Yankees, having won the taut pitchers #39; duel in Game 2, took Game 3 of the American League Championship Series to the other end of the spectrum.",Sports
Novell to defend open-source software with patents Novell Inc. said it is prepared to use its portfolio of software patents to protect its open-source software products against lawsuits.,Sci/Tech
"Dollar Back on the Defensive  NEW YORK (Reuters) - The dollar weakened on Wednesday on  dealers' renewed concern about the ability of the United States  to finance its trade and current account deficits, causing a  recent rebound in the currency to fizzle out.",Business
"U.S. Tones Down Resolution on Sudan (AP) AP - The United States on Thursday toned down a resolution on Sudan to win support from China, Russia and other Security Council members who fear the threat of sanctions against Khartoum could complicate efforts to end the looting and killing in the Darfur region.",World
"29 Brokerage Firms Fined In today #39;s fines, Merrill Lynch  amp; Co. was hit with the second largest, at US\$1.6 million, followed by American Express Financial Advisors, at \$700,000.",Business
"Struggling Mitsubishi Motors slips deeper into loss Scandal-hit Japanese automaker Mitsubishi Motors said its interim net loss nearly doubled to a record 146.16 billion yen (1.38 billion dollars), downgrading its full-year earnings forecast.",Business
"Mystery accused to join Shaik The prosecution in the Schabir Shaik trial will add another accused to its list of 10 on Wednesday, the Durban High Court heard today.",World
